title,guid,URL,price,images_link,configurate,engine,transmission,probeg,issue,taxt
"Hyundai Avante (CN7), 2020",1997387,https://carskorea.shop///car/view/1997387,b'2\xc2\xa0356\xc2\xa0240',"https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302512_024.jpg?",1.6,Бензин,АКПП,24 517,Октябрь 2020,Hyundai>Avante (CN7)>1.6
"Kia Sorento 4th Generation, 2020",1997382,https://carskorea.shop///car/view/1997382,b'3\xc2\xa0408\xc2\xa0479',"https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38300214_024.jpg?",HEV 1.6 2WD,Бензин + Электричество,АКПП,110 784,Сентябрь 2020,Kia>Sorento 4th Generation>HEV 1.6 2WD
"Mercedes-Benz CLS-Class C257, 2020",1997380,https://carskorea.shop///car/view/1997380,b'4\xc2\xa0487\xc2\xa0511',"https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302473_018.jpg?",CLS300d AMG Line,Дизель,АКПП,72 721,Апрель 2020,Mercedes-Benz>CLS-Class C257>CLS300d AMG Line
"Porsche Panamera (971), 2018",1997374,https://carskorea.shop///car/view/1997374,b'7\xc2\xa0629\xc2\xa0960',"https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301768_024.jpg?",3.0 AWD,Бензин,АКПП,91 456,Февраль 2018,Porsche>Panamera (971)>3.0 AWD
"Hyundai Casper, 2022",1997373,https://carskorea.shop///car/view/1997373,b'2\xc2\xa0293\xc2\xa0010',"https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38296644_024.jpg?",Turbo Inspiration,Бензин,АКПП,21 291,Июнь 2022,Hyundai>Casper>Turbo Inspiration
"Mercedes-Benz E-Class W213, 2020",1997368,https://carskorea.shop///car/view/1997368,b'2\xc2\xa0916\xc2\xa0877',"https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38292604_024.jpg?",E220d 4MATIC Exclusive,Дизель,АКПП,149 685,Август 2020,Mercedes-Benz>E-Class W213>E220d 4MATIC Exclusive
"Hyundai Palisade, 2019",1997367,https://carskorea.shop///car/view/1997367,b'2\xc2\xa0994\xc2\xa0276',"https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295761_024.jpg?",Diesel 2.2 4WD,Дизель,АКПП,94 536,Декабрь 2019,Hyundai>Palisade>Diesel 2.2 4WD
"Hyundai Avante (CN7), 2022",1997366,https://carskorea.shop///car/view/1997366,b'2\xc2\xa0346\xc2\xa0667',"https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290058_024.jpg?",1.6,Бензин,АКПП,14 877,Сентябрь 2022,Hyundai>Avante (CN7)>1.6
"Hyundai The New Palisade, 2022",1997365,https://carskorea.shop///car/view/1997365,b'5\xc2\xa0615\xc2\xa0721',"https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_001.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_002.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_003.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_004.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_005.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_006.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_007.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_008.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_009.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_010.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_015.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_016.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_017.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_018.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_019.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_020.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_021.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_022.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_023.jpg?,https://ci.encar.com/carpicture/carpicture08/pic3828/38284143_024.jpg?",Diesel 2.2 2WD,Дизель,АКПП,25 341,Сентябрь 2022,Hyundai>The New Palisade>Diesel 2.2 2WD
"Hyundai The New Palisade, 2022",1997364,https://carskorea.shop///car/view/1997364,b'5\xc2\xa0471\xc2\xa0006',"https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_001.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_002.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_003.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_004.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_005.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_006.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_007.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_008.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_009.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_010.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_015.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_016.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_017.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_018.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_019.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_020.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_021.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_022.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_023.jpg?,https://ci.encar.com/carpicture/carpicture05/pic3825/38250025_024.jpg?",Diesel 2.2 2WD,Дизель,АКПП,31 202,Август 2022,Hyundai>The New Palisade>Diesel 2.2 2WD
"Hyundai The New Palisade, 2022",1997363,https://carskorea.shop///car/view/1997363,b'8\xc2\xa0356\xc2\xa0780',"https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38298374_024.jpg?",Gasoline 3.8 4WD,Бензин,АКПП,37 656,Август 2022,Hyundai>The New Palisade>Gasoline 3.8 4WD
"Jeep Wrangler (JL), 2020",1997362,https://carskorea.shop///car/view/1997362,b'3\xc2\xa0791\xc2\xa0496',"https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291359_024.jpg?",2.0 Overland 4-door,Бензин,АКПП,140 592,Май 2020,Jeep>Wrangler (JL)>2.0 Overland 4-door
"Kia The New Carnival, 2018",1997357,https://carskorea.shop///car/view/1997357,b'3\xc2\xa0952\xc2\xa0419',"https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_001.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_003.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_004.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_007.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_008.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_010.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_015.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_016.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_017.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_018.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_019.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_020.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_021.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_022.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_023.JPG?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302964_024.JPG?",9 seater Hairimujin,Дизель,АКПП,55 926,Август 2018,Kia>The New Carnival>9 seater Hairimujin
"Chevrolet (GM Daewoo) Bolt EV, 2018",1997355,https://carskorea.shop///car/view/1997355,b'2\xc2\xa0179\xc2\xa0640',"https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302899_023.jpg?",EV Premier,Электричество,АКПП,127 865,Июль 2018,Chevrolet (GM Daewoo)>(GM Daewoo) Bolt EV>EV Premier
"Mercedes-Benz A-Class W177, 2020",1997354,https://carskorea.shop///car/view/1997354,b'2\xc2\xa0854\xc2\xa0040',"https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302735_024.jpg?",A220 Sedan,Бензин,АКПП,51 134,Сентябрь 2020,Mercedes-Benz>A-Class W177>A220 Sedan
"Hyundai Sonata (DN8), 2022",1997353,https://carskorea.shop///car/view/1997353,b'3\xc2\xa0156\xc2\xa0079',"https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301611_024.jpg?",1.6 Turbo,Бензин,АКПП,45 156,Январь 2022,Hyundai>Sonata (DN8)>1.6 Turbo
